Student_Id,Question,Answer Choices,Answer,Difficulty,Assigned Points
Candidate 341,"total = 0
ls = [1,2,3,4,5,6]
for number in ls:
      total = total + number

print(total)


Hva skrives ut når dette programmet kjøres?

Velg ett alternativ:","A) 21
B) 20
C) 0
D) 6",A) 21,easy,0.25
Candidate 341,"ls = [1,2,-3,4,-5,6]
 i = 0 
while i<len(ls): 
     ls[i] = ls[i] * 2 
     i = i + 1 

print(ls[4]) 

Hva skrives ut når dette programmet kjøres?
 Velg ett alternativ:","A) 8
B) 0
C) -10
D) 22",C) -10,easy,0.0
Candidate 341,"def greet_person(name, greeting = ''Hei"", age= None):
       print(f""{greeting}, {name}! Alder: {age}"")

va blir utskriften?
Velg ett alternativ:
","A) ""Hei, Bob! Alder: 25""
B) ""Hei, Bob! Alder: None""
C) ""Hei, Bob! age=25""
D) ""Hei, Bob!""","A) ""Hei, Bob! Alder: 25""",medium,1.5
Candidate 341,"list1 = [1,2,3]
list2 = [4,5,6]

print(list1 + list2)

Hva blir utskriften? 
Velg ett alternativ:","A) [4, 5, 6]
B) [1, 2, 3, [4, 5, 6]]
C) [1, 2, 3, 4, 5, 6]
D) [1, 2, 3]","C) [1, 2, 3, 4, 5, 6]",easy,0.5
Candidate 341,"I denne oppgaven skal du lage en enkel meny for Rudolfs ribberestaurant.
Menyen skal defineres i en dictionary, som skal hete menu. I denne skal nøklene/key være
matrettens navn og verdi/value skal være de tilhørende prisene for rettene. Prisene skal være av
datatypen float.

Følgende retter skal inkluderes i menyen:
Ribbe til 145,90 kr
Pinnekjøtt til 155,90 kr
Lutefisk til 135,90 kr
Nøttestek til 135,90 kr
Reinsdyrstek til 155,90 kr

Videre skal du definere en funksjon for å vise én rett fra menyen, og dens pris. Funksjonen skal
hete display_menu_item(). Den skal ta minst 2 parametere:
     menu - en dictionary (med samme format som beskrevet over)
     menu_item – en string - et navn/nøkkel på en rett

Funksjonen skal så skrive ut navnet på valgt rett og prisen på retten.
Utskriften skal formateres til å se f.eks. slik ut:

Meny:
Ribbe – 145.90 kr


Skriv ditt svar her",,"menu = {
         'Ribbe' : 145.90,
         'Pinnekjøtt' : 155.90,
         'Lutefisk' : 135.90,
         'Nøttestek' : 135.90,
         'Reinsdyrstek' : 155.90
 }
 
def display_menu_item(menu, menu_item):
      print(f""\nMeny: \n {menu_item} - {menu['menu_item']} kr"")
",medium,0.4
Candidate 341,"Nå som menyen er laget for restauranten skal det lages et system for å la kundene bestille fra
den.
Lag en funksjon som heter place_order(). Funksjonen skal ta minst 5 parametere:

    ribbe - heltall og skal ha en standardverdi på 0.
    pinne - heltall og skal ha en standardverdi på 0.
    lute - heltall og skal ha en standardverdi på 0.
    nut - heltall og skal ha en standardverdi på 0.
    rein - heltall og skal ha en standardverdi på 0.

Parameterne representerer antall som blir bestilt av hver rett og skal lagres som en dictionary
der nøklene/keys skal være navnet på rettene (samme som i oppgave 3.1) og verdi/value skal
være antall som blir bestilt (antall skal være av datatypen int).

Dersom det blir bestilt reinsdyrstek skal funksjonen skrive ut ‘Buhuu’.

Til slutt skal funksjonen returnere dictionaryen som ble opprettet. Merk at denne skal returneres
uavhengig av om 'Buhuu' blir skrevet ut.

Skriv ditt svar her
",,"def place_order(ribbe=0, pinne=0, lute=0, nut=0, rein=0):
      order = {}

      order['Ribbe'] = ribbe
      order['Pinnekjøtt'] = pinne
      order['Lutefisk'] = lute
      order['Nøttestek'] = nut
      order['Reinsdyrstek'] = rein

      if rein >= 1:
           print('Buhuu')

 return order
",medium,0.4
Candidate 341,"Vi vil nå lage funksjonalitet for å regne ut prisen på de bestilte rettene. Vi skal lage to funksjoner
for dette. I denne oppgaven kan man få inntil 7 poeng dersom enten A eller B er løst. For å få 10
poeng må man ha løst begge.

A)
Definer en funksjon som heter calculate_total(). Denne skal ta minst 2 parametere:
        menu – menyen fra tidligere – dictionary
        order – en oversikt over hvor mange av hver rett som er bestilt –dictionary

Funksjonen skal regne ut summen for de bestilte rettene som fins i order.
Hent navn på retten og antall bestilt fra dictionary med bestillingen, og hent pris fra menyen (hint:nøkkel/key er like for begge dictionaryene).

Til slutt skal funksjonen returnere den totale prisen.
Ingen utskrift for denne funksjonen.



B)
Definer en funksjon som heter display_cost(). Denne skal ta minst 2 parametere:
      menu – menyen fra tidligere – dictionary
      order – en bestilling – dictionary


Funksjonen skal skrive ut navn på matrett, antall bestilt og pris for hver rett som er bestilt.

Hint: Denne funksjonen er nesten identisk med calculate_total(), og det meste av koden kan gjenbrukes fra den. Istedenfor å returnere den totale kostnaden skal den altså gi en utskrift.

Utskriften kan f.eks. se slik ut:

Ribbe - (3) - 437.70 kr
Reinsdyrstek - (2) - 311.8 kr



Skriv ditt svar her",,"def calculate_total(menu, order):
      item_counter = ['Ribbe', 'Pinnekjøtt', 'Lutefisk', 'Nøttestek', 'Reinsdyrstek']
      order_cost = 0

      for item in item_counter:
           order_cost += menu['item']*order['item']

      return order_cost

display_cost(menu, order):
         item_counter = ['Ribbe', 'Pinnekjøtt', 'Lutefisk', 'Nøttestek', 'Reinsdyrstek']
         for item in item_counter
              if order['item'] >= 1:
                  print(f""{item} - ({order['item']}) - {menu['item']} kr\n"")
             else:
                  continue",medium,0.0
Candidate 341,"Rudolf ønsker nå at kunden skal bekrefte sin bestilling.
Definer en funksjon som heter confirm_order(). Denne skal ta minst 1 parameter:

     order_cost – bestillingens totale kostnad - float

Funksjonen skal vise kunden den totale prisen og be kunden om å skrive inn enten ‘yes’ eller ‘no’
på spørsmål om bestillingen bekreftes. Man skal altså ta en input fra kunden.

Hvis brukeren svarer ‘yes’, skal meldingen ‘Rudolf er grønn på nesen!’ vises og funksjonen skal
returnere True.

Hvis brukeren ikke svarer ‘yes’, skal meldingen ‘Rudolf er rød på nesen’ vises og funksjonen skal returnere False.

Skriv ditt svar her",,"def confirm_order(order_cost):
    answer = input(f""Den totale prisen er {order_cost} kr, godtar du bestillingen? 
    
    if answer == yes:
        print(""Rudolf er grønn på nesen!"")
        order_accepted = True
        
    else:
        print(""Rudolf er rød på nesen"")
        order_accepted = False
        
    return order_accepted",easy,0.0
Candidate 341,"Ordrehistorikk.
Rudolf ønsker å ha et system som lagrer bestillingene til senere.

1. Definer en tom liste som skal lagre bestillingene. Bestillingene som skal legges i listen skal
være av datatypen dictionary (jmf. Oppgave 3.2).

2. Definer en funksjon som skal hete record_order(). Funksjonen skal ta minst 2 parametere:
           history_list - listen der bestillingene skal lagres - en list
           order - en oversikt over hvor mange av hver rett som er bestilt - en dictionary
   Funksjonen skal så legge til bestillingen i listen.



Skriv ditt svar her",," history_list = []

 def record_order(history_list, order):
       history_list.append(order)",easy,0.0
Candidate 341,"Filhåndtering.
Når dagen er over og restauranten stenger slår Rudolf av systemet for å spare strøm. Han
trenger derfor en måte å lagre ordrehistorikken på selv når strømmen er avslått, og for å kunne
hente den fram igjen ved en annen anledning. Han bestemmer seg for å lagre hver bestilling til en
fil etterhvert som de kommer inn.

I denne oppgaven skal du definere to funksjoner, en for å skrive til en fil og en for å lese fra en fil.
Filen bør være en json-fil.
Del A og del B teller likt.

A)
Definer en funksjon som skal hete save_order_to_file(). Denne skal ta minst 2 parametere:
   file_name - navnet på filen det skal lagres til - en string
   order - en oversikt over hvor mange av hver rett som er bestilt - en dictionary

Funksjonen skal så lagre bestillingen (order) til filen.
Merk at tanken bak funksjonen er at den skal lagre én ordre per fil.

B)
Definer en funksjon som skal hete load_order_from_file(). Denne skal ta minst 1 parameter:
     file_name - navnet på filen det skal leses fra - en string

Dersom filen ikke finnes skal det skrives ut ""Fant ikke filen"".
Funksjonen skal lese fra filen og returnere innholdet fra filen.


Skriv ditt svar her",,"import json 

def save_order_to_file(file_name, order):
      with open(file_name, 'w') as fil:
            json.dump(order, fil, indent=2)
 
def load_order_from_file(file_name)
      try:
           with open(file_name, 'r') as fil:
                data = json.load(fil)

      except FileNotFoundError:
           print(""Fant ikke filen"")
           break

      return data",medium,0.4
Candidate 344,"Hvordan starter du en while-loop?
Velg ett alternativ:","A) while (x > y)
B) x < y while {
C) while x > y:
D) while x > y",C) while x > y:,easy,0.5
Candidate 344,"Hvilken syntaks er korrekt for å opprette en funksjon? 
Velg ett alternativ:","A) def myFunction():
B) gen myFunction():
C) create myFunction():
D) function myFunction():",A) def myFunction():,easy,0.75
Candidate 344,"Hvilket alternativ passer best til følgende beskrivelse? ""En samling (i form av en fil) med kode-funksjonalitet vi kan importere og benytte i koden vår."" 
Velg ett alternativ:","A) Modul
B) For-loop
C) Funksjon
D) Exception",A) Modul,medium,0.5
Candidate 344,"Hvilken av disse samlingene definerer en liste? 
Velg ett alternativ:","A) (""dog"", ""cat"", ""honey badger"")
B) {""species"": ""honey badger"", ""name"": ""Nils""}
C) [""dog"", ""cat"", ""honey badger""]
D) {""dog"", ""cat"", ""honey badger""}","C) [""dog"", ""cat"", ""honey badger""]",easy,0.5
Candidate 344,"Hvilken operator kan brukes til å gi en variabel en ny verdi? 
Velg ett alternativ:","A) ==
B) +=
C) !=
D) >",A) ==,easy,0.75
Candidate 344,"Hvilken av de følgende kodelinjene oppretter en for-løkke som vil kjøre 6 ganger? 
Velg ett alternativ","A) for number in numbers[6]
B) for number < 6:
C) for 0 in 6:
D) for number in range(6):",D) for number in range(6):,medium,1.0
Candidate 344,"Hvilken av de følgende kodelinjene legger til et nytt element på slutten av listen? 

animals = [""dog"", ""cat""] 
cow = ""cow"" 
Velg ett alternativ:","A) animals[-1] = cow
B) animals[""cow""] = cow
C) animals.pop(cow)
D) animals.append(cow)",D) animals.append(cow),easy,0.25
Candidate 344,"Hva brukes elif til i Python? 
Velg ett alternativ:","A) Vi må ha med elif på slutten av en løkke.
B) Det er kort for 'else if', og brukes når vi vil ha flere enn én if-test.
C) Det brukes som nøkkelord for kode som alltid skal kjøres i en if-test.
D) Det finnes ikke noe nøkkelord som heter elif i Python.","B) Det er kort for 'else if', og brukes når vi vil ha flere enn én if-test.",easy,0.5
Candidate 344,"Hvilket alternativ passer best til følgende beskrivelse?:

""En navngitt referanse til en verdi.""

Velg ett alternativ:","A) Klasse
B) Funksjon
C) Variabel
D) Liste",C) Variabel,easy,0.25
Candidate 344,"Hvis du ønsker at en kodesekvens bare skal kjøre under visse forutsetninger, hva ville du
benyttet?

Velg ett alternativ:","A) If-test
B) Klasse
C) Modul
D) Aritmetiske operatorer",A) If-test,easy,0.25
Candidate 344,"Hvilket alternativ passer best til følgende beskrivelse?

""En itererende sekvens av kodelinjer"".

Velg ett alternativ:","A) Modul
B) Klasse
C) For-loop
D) Funksjon",C) For-loop,easy,0.0
Candidate 344,"Hva brukes pass til i Python?

Velg ett alternativ:","A) Oppretter en feilmelding.
B) Brukes som placeholder, gjør ingenting i seg selv.
C) Hopper over resten av koden i nåværende iterasjon av en løkke.
D) Brukes for å lage en løkke.",C) Hopper over resten av koden i nåværende iterasjon av en løkke.,easy,0.5
Candidate 344,"Hvilke av de følgende kodelinjene KAN være eksempler hvor en funksjon blir KALT? Velg ett eller
flere av følgende alternativer:

Velg ett eller flere alternativer","A) multiply(1,3)
B) result = multiply()
C) add_five += 5
D) def add_together(number_1, number_2):
             return number_1 + number_2","A) multiply(1,3)",medium,0.5
Candidate 344,"Hvordan kan du ikke opprette en dictionary?

Velg ett eller flere alternativer","A) d = {'milk': ['whole', 'skimmed']}
B) d = {'milk': 2, 'butter': 1}
C) d = {('milk', 50), ('butter', 1)}
D) d = {42: ""forty two"", 9001: ""ninethousandandone""}","C) d = {('milk', 50), ('butter', 1)}",easy,0.5
Candidate 344,"Hvilke av de følgende kodelinjene returnerer boolean-verdien True? Velg en eller flere av følgende alternativer: 

Velg ett eller flere alternativer","A) ""Exam"" = ""Exam""
B) True or False
C) ""Exam"" == ""Exam""
D) 5 <= 2","C) ""Exam"" == ""Exam""",medium,1.5
Candidate 344,"Hvilke av de følgende kodelinjene kan være eksempler på opprettelse av en ny variabel? Velg en
eller flere av følgende alternativer:

Velg ett eller flere alternativer","A) age += 1
B) print(name)
C) name = ""Olav Stang""
D) name = make_random_name()","C) name = ""Olav Stang""
D) name = make_random_name()",easy,0.5
Candidate 344,"Hvilke utsagn om while-løkker er SANNE? Velg ett eller flere av følgende alternativer:

Velg ett eller flere alternativer","A) En while-løkke hvor betingelsen blir direkte satt til verdien True vil kjøre uendelig (med mindre programmet avbrytes)
B) Vi KAN benytte logiske operatorer for å definere mer komplekse betingelser for en while-løkke
C) En while-løkke kan IKKE inneholde andre løkker som en del av sin kodesekvens.
D) Vi KAN benytte nøkkelordet else for å utføre en handling når while-løkkens betingelse blir
lik False","A) En while-løkke hvor betingelsen blir direkte satt til verdien True vil kjøre uendelig (med mindre programmet avbrytes)
B) Vi KAN benytte logiske operatorer for å definere mer komplekse betingelser for en while-løkke
D) Vi KAN benytte nøkkelordet else for å utføre en handling når while-løkkens betingelse blir
lik False",medium,1.5
Candidate 344,"Hva er betydningen av __init__ -metoden i Python?

Velg ett eller flere alternativer","A) Det er et reservert nøkkelord til bruk i if-setninger.
B) Det brukes til å sortere lister.
C) Det er en konstruktørmetode og blir alltid kalt når vi oppretter et objekt av en klasse.
D) Det er en spesialmetode for å håndtere feilmeldinger/exceptions.",C) Det er en konstruktørmetode og blir alltid kalt når vi oppretter et objekt av en klasse.,medium,1.0
Candidate 344,"Hva er hensikten med super()-metoden i Python?

Velg ett eller flere alternativer","A) Runde av flyt-tall til valgt antall desimaler.
B) Konvertere heltall til en string.
C) Generere tilfeldige tall.
D) Kalle på metoder som fins i foreldreklassen.",D) Kalle på metoder som fins i foreldreklassen.,medium,0.5
Candidate 344,"Hva brukes continue til i Python? 
Velg ett eller flere alternativer","A) Avslutte hele programmet.
B) Få en løkke til å gå uendelig.
C) Hoppe over resten av koden i nåværende iterasjon av en løkke.
D) Avslutte en funksjon.","C) Hoppe over resten av koden i nåværende iterasjon av en løkke.
D) Avslutte en funksjon.",medium,1.0
Candidate 344,"Hva må vi sette inn i koden (rød strek på linje 3) for at 15 skal skrives ut?

a=8
b=7
if a __ b:
      print(a + b)

Velg ett eller flere alternativer","A) >
B) <
C) !=
D) ==",A)  >,easy,0.75
Candidate 344,"total = 0
ls = [1,2,3,4,5,6]
for number in ls:
      total = total + number

print(total)


Hva skrives ut når dette programmet kjøres?

Velg ett alternativ:","A) 21
B) 20
C) 6
D) 0",A) 21,easy,0.25
Candidate 344,"ls = [1,2,-3,4,-5,6]
 i = 0 
while i<len(ls): 
     ls[i] = ls[i] * 2 
     i = i + 1 

print(ls[4]) 

Hva skrives ut når dette programmet kjøres?
 Velg ett alternativ:","A) 22
B) 0
C) -10
D) 8",C) -10,easy,0.0
Candidate 344,"def greet_person(name, greeting = ''Hei"", age= None):
       print(f""{greeting}, {name}! Alder: {age}"")

va blir utskriften?
Velg ett alternativ:
","A) ""Hei, Bob!""
B) ""Hei, Bob! Alder: 25""
C) ""Hei, Bob! Alder: None""
D) ""Hei, Bob! age=25""","B) ""Hei, Bob! Alder: 25""",medium,1.5
Candidate 344,"list1 = [1,2,3]
list2 = [4,5,6]

print(list1 + list2)

Hva blir utskriften? 
Velg ett alternativ:","A) [1, 2, 3, 4, 5, 6]
B) [4, 5, 6]
C) [1, 2, 3]
D) [1, 2, 3, [4, 5, 6]]","A) [1, 2, 3, 4, 5, 6]",easy,0.75
Candidate 344,"I denne oppgaven skal du lage en enkel meny for Rudolfs ribberestaurant.
Menyen skal defineres i en dictionary, som skal hete menu. I denne skal nøklene/key være
matrettens navn og verdi/value skal være de tilhørende prisene for rettene. Prisene skal være av
datatypen float.

Følgende retter skal inkluderes i menyen:
Ribbe til 145,90 kr
Pinnekjøtt til 155,90 kr
Lutefisk til 135,90 kr
Nøttestek til 135,90 kr
Reinsdyrstek til 155,90 kr

Videre skal du definere en funksjon for å vise én rett fra menyen, og dens pris. Funksjonen skal
hete display_menu_item(). Den skal ta minst 2 parametere:
     menu - en dictionary (med samme format som beskrevet over)
     menu_item – en string - et navn/nøkkel på en rett

Funksjonen skal så skrive ut navnet på valgt rett og prisen på retten.
Utskriften skal formateres til å se f.eks. slik ut:

Meny:
Ribbe – 145.90 kr


Skriv ditt svar her",,"menu = {'Ribbe' : 145.90,
         'Pinnekjøtt' : 155.90,
         'Lutefisk' : 135.90,
         'Nøttestek' : 135.90,
         'Reinsdyrstek' : 155.90
}
def display_menu_item(menu, menu_item):
      for key, value in menu.items():
           if key == menu_item:
                  print(""Meny:"")
                  print(f""{key} - {value} kr"" )
      return



",medium,1.0
 Candidate 313,"Hvilke utsagn om while-løkker er SANNE? Velg ett eller flere av følgende alternativer:

Velg ett eller flere alternativer","A) En while-løkke kan IKKE inneholde andre løkker som en del av sin kodesekvens.
B) Vi KAN benytte nøkkelordet else for å utføre en handling når while-løkkens betingelse blir
lik False
C) Vi KAN benytte logiske operatorer for å definere mer komplekse betingelser for en while-løkke
D) En while-løkke hvor betingelsen blir direkte satt til verdien True vil kjøre uendelig (med mindre programmet avbrytes)","B) Vi KAN benytte nøkkelordet else for å utføre en handling når while-løkkens betingelse blir
lik False
C) Vi KAN benytte logiske operatorer for å definere mer komplekse betingelser for en while-løkke
D) En while-løkke hvor betingelsen blir direkte satt til verdien True vil kjøre uendelig (med mindre programmet avbrytes)",easy,0.75
 Candidate 313,"Hva er betydningen av __init__ -metoden i Python?

Velg ett eller flere alternativer","A) Det er en spesialmetode for å håndtere feilmeldinger/exceptions.
B) Det brukes til å sortere lister.
C) Det er et reservert nøkkelord til bruk i if-setninger.
D) Det er en konstruktørmetode og blir alltid kalt når vi oppretter et objekt av en klasse.",D) Det er en konstruktørmetode og blir alltid kalt når vi oppretter et objekt av en klasse.,easy,0.75
 Candidate 313,"Hva er hensikten med super()-metoden i Python?

Velg ett eller flere alternativer","A) Kalle på metoder som fins i foreldreklassen.
B) Runde av flyt-tall til valgt antall desimaler.
C) Generere tilfeldige tall.
D) Konvertere heltall til en string.",A) Kalle på metoder som fins i foreldreklassen.,hard,2.25
 Candidate 313,"Hva brukes continue til i Python? 
Velg ett eller flere alternativer","A) Få en løkke til å gå uendelig.
B) Avslutte hele programmet.
C) Hoppe over resten av koden i nåværende iterasjon av en løkke.
D) Avslutte en funksjon.",C) Hoppe over resten av koden i nåværende iterasjon av en løkke.,easy,0.5
 Candidate 313,"Hva må vi sette inn i koden (rød strek på linje 3) for at 15 skal skrives ut?

a=8
b=7
if a __ b:
      print(a + b)

Velg ett eller flere alternativer","A) >
B) <
C) ==
D) !=","A) >
D) !=",medium,1.0
 Candidate 313,"total = 0
ls = [1,2,3,4,5,6]
for number in ls:
      total = total + number

print(total)


Hva skrives ut når dette programmet kjøres?

Velg ett alternativ:","A) 20
B) 21
C) 0
D) 6",B) 21,easy,0.25
 Candidate 313,"ls = [1,2,-3,4,-5,6]
 i = 0 
while i<len(ls): 
     ls[i] = ls[i] * 2 
     i = i + 1 

print(ls[4]) 

Hva skrives ut når dette programmet kjøres?
 Velg ett alternativ:","A) 0
B) 22
C) 8
D) -10",D) -10,easy,0.0
 Candidate 313,"def greet_person(name, greeting = ''Hei"", age= None):
       print(f""{greeting}, {name}! Alder: {age}"")

va blir utskriften?
Velg ett alternativ:
","A) ""Hei, Bob! Alder: None""
B) ""Hei, Bob! Alder: 25""
C) ""Hei, Bob! age=25""
D) ""Hei, Bob!""","B) ""Hei, Bob! Alder: 25""",medium,1.5
 Candidate 313,"list1 = [1,2,3]
list2 = [4,5,6]

print(list1 + list2)

Hva blir utskriften? 
Velg ett alternativ:","A) [1, 2, 3, 4, 5, 6]
B) [4, 5, 6]
C) [1, 2, 3, [4, 5, 6]]
D) [1, 2, 3]","A) [1, 2, 3, 4, 5, 6]",easy,0.75
 Candidate 313,"I denne oppgaven skal du lage en enkel meny for Rudolfs ribberestaurant.
Menyen skal defineres i en dictionary, som skal hete menu. I denne skal nøklene/key være
matrettens navn og verdi/value skal være de tilhørende prisene for rettene. Prisene skal være av
datatypen float.

Følgende retter skal inkluderes i menyen:
Ribbe til 145,90 kr
Pinnekjøtt til 155,90 kr
Lutefisk til 135,90 kr
Nøttestek til 135,90 kr
Reinsdyrstek til 155,90 kr

Videre skal du definere en funksjon for å vise én rett fra menyen, og dens pris. Funksjonen skal
hete display_menu_item(). Den skal ta minst 2 parametere:
     menu - en dictionary (med samme format som beskrevet over)
     menu_item – en string - et navn/nøkkel på en rett

Funksjonen skal så skrive ut navnet på valgt rett og prisen på retten.
Utskriften skal formateres til å se f.eks. slik ut:

Meny:
Ribbe – 145.90 kr


Skriv ditt svar her",,"
menu = {
    ""Ribbe"": 145.90,
    ""Pinnekjøtt"": 155.90,
    ""Lutefisk"": 135.90,
    ""Nøttestek"": 135.90,
    ""Reinsdyrstek"": 155.90
 }


def display_menu_item(menu, menu_item):
    """"""Funksjonen som viser en navn for en rett og prisen""""""
    # Jeg antar alltid at selve retten finnes i menyen -> ellers en If sjekk
    # if not menu_item in menu:
    #   return ""Item has not been found in menu""
    print(f""Meny:\n{menu_item} - {menu[menu_item]})
    ",medium,0.4
 Candidate 313,"Nå som menyen er laget for restauranten skal det lages et system for å la kundene bestille fra
den.
Lag en funksjon som heter place_order(). Funksjonen skal ta minst 5 parametere:

    ribbe - heltall og skal ha en standardverdi på 0.
    pinne - heltall og skal ha en standardverdi på 0.
    lute - heltall og skal ha en standardverdi på 0.
    nut - heltall og skal ha en standardverdi på 0.
    rein - heltall og skal ha en standardverdi på 0.

Parameterne representerer antall som blir bestilt av hver rett og skal lagres som en dictionary
der nøklene/keys skal være navnet på rettene (samme som i oppgave 3.1) og verdi/value skal
være antall som blir bestilt (antall skal være av datatypen int).

Dersom det blir bestilt reinsdyrstek skal funksjonen skrive ut ‘Buhuu’.

Til slutt skal funksjonen returnere dictionaryen som ble opprettet. Merk at denne skal returneres
uavhengig av om 'Buhuu' blir skrevet ut.

Skriv ditt svar her
",,"def place_order(ribbe = 0, pinne = 0, lute = 0, nut = 0, rein = 0):
    """"""Funksjonen simulerer en ny bestilling""""""
    # Lager meg en dictionary. Verdier er parametere
    order = {
        ""Ribbe"": ribbe,
        ""Pinnekjøtt"": pinne,
        ""Lutefisk"": lute,
        ""Nøttestek"": nut,
        ""Reinsdyrstek"" rein,
    }
    
    # Sjekker inn i order om rein er mer enn 0 -> Buhuu
    if order['Reinsdyrstek'] > 0:
        print(""Buhuu"")
        
    # Returnerer order uavhengig om reinsdyrsteken ble bestilt
    return order",medium,0.0
 Candidate 313,"Vi vil nå lage funksjonalitet for å regne ut prisen på de bestilte rettene. Vi skal lage to funksjoner
for dette. I denne oppgaven kan man få inntil 7 poeng dersom enten A eller B er løst. For å få 10
poeng må man ha løst begge.

A)
Definer en funksjon som heter calculate_total(). Denne skal ta minst 2 parametere:
        menu – menyen fra tidligere – dictionary
        order – en oversikt over hvor mange av hver rett som er bestilt –dictionary

Funksjonen skal regne ut summen for de bestilte rettene som fins i order.
Hent navn på retten og antall bestilt fra dictionary med bestillingen, og hent pris fra menyen (hint:nøkkel/key er like for begge dictionaryene).

Til slutt skal funksjonen returnere den totale prisen.
Ingen utskrift for denne funksjonen.



B)
Definer en funksjon som heter display_cost(). Denne skal ta minst 2 parametere:
      menu – menyen fra tidligere – dictionary
      order – en bestilling – dictionary


Funksjonen skal skrive ut navn på matrett, antall bestilt og pris for hver rett som er bestilt.

Hint: Denne funksjonen er nesten identisk med calculate_total(), og det meste av koden kan gjenbrukes fra den. Istedenfor å returnere den totale kostnaden skal den altså gi en utskrift.

Utskriften kan f.eks. se slik ut:

Ribbe - (3) - 437.70 kr
Reinsdyrstek - (2) - 311.8 kr



Skriv ditt svar her",,"def calculate_total(menu, order):
       """"""Funksjonen returnerer total prisen for et ordre""""""
       total_sum = 0
       # Jeg antar at ordre ELLER menyen ikke er tomme -> Ellers if sjekk selvfølgelig
       # Itererer gjennom ordre
       for course, amount in order.items():
       # Jeg antar også at rettene som finnes i ordre også finnes inn i menu
       # Legger til prisen for hver rett * med antallet som ble bestilt
        total_sum += (menu[course] * amount)
    return total_sum
 
def display_cost(menu, order):
    """"""Funksjon viser detaljer for en ordre""""""
    # Antar igjen at ingen dictionaries er tomme
    # Iterer gjennom ordre lista for å definere både navn og verdi
    for course, amount in order.items():
        # Definerer total_prisen for den ene retten itereringen ligger på
        total_price_for_course = menu[course] * amount
        # Printer ut detaljer for hver rett
        print(f""{course} - ({amount}) - {total_price_for_course}"")
    
    ",medium,0.4
 Candidate 313,"Rudolf ønsker nå at kunden skal bekrefte sin bestilling.
Definer en funksjon som heter confirm_order(). Denne skal ta minst 1 parameter:

     order_cost – bestillingens totale kostnad - float

Funksjonen skal vise kunden den totale prisen og be kunden om å skrive inn enten ‘yes’ eller ‘no’
på spørsmål om bestillingen bekreftes. Man skal altså ta en input fra kunden.

Hvis brukeren svarer ‘yes’, skal meldingen ‘Rudolf er grønn på nesen!’ vises og funksjonen skal
returnere True.

Hvis brukeren ikke svarer ‘yes’, skal meldingen ‘Rudolf er rød på nesen’ vises og funksjonen skal returnere False.

Skriv ditt svar her",,"def confirm_order(order_cost):
    """"""Funksjonen som simulerer godkjenningen for en ordre""""""
    confirm = str(input(""Den totale prisen er {order_cost} kr, godtar du bestilling
    if confirm.lower() == ""yes"":
        print(""Rudolf er grønn på nesen!"")
        return True
    elif confirm.lower() == ""no"":
        print(""Rudolf er rød på nesen!"")
        return False
        
        
    # Kunne legge inn en sjekk her for å tvinge brukeren til riktig input
    # Dermed putte kodeblokken i en while loop til vi får riktig input (yes/no)
    # Ved å bruke continue
    """"""
    while True:
        if (yes):
            return
        elif (no):
            return
        else:
            print(""Invalid Answer"")
            continue
    """"""",easy,0.2
 Candidate 313,"Ordrehistorikk.
Rudolf ønsker å ha et system som lagrer bestillingene til senere.

1. Definer en tom liste som skal lagre bestillingene. Bestillingene som skal legges i listen skal
være av datatypen dictionary (jmf. Oppgave 3.2).

2. Definer en funksjon som skal hete record_order(). Funksjonen skal ta minst 2 parametere:
           history_list - listen der bestillingene skal lagres - en list
           order - en oversikt over hvor mange av hver rett som er bestilt - en dictionary
   Funksjonen skal så legge til bestillingen i listen.



Skriv ditt svar her",," # Definerer en tom liste for historikken
 history_list = []

 def record_order(history_list, order):
       """"""Funskjon legger til en ordre i ordrehistorikken""""""
       history_list.append(order)
",medium,0.0
